-1.5 	 -0.5 	 13.8125
-1.5 	 -0.15 	 12.01
-1.5 	 0.2 	 10.4525
-1.5 	 0.55 	 9.14
-1.5 	 0.9 	 8.0725
-1.5 	 1.25 	 7.25
-1.5 	 1.6 	 6.6725
-1.5 	 1.95 	 6.34
-1.5 	 2.3 	 6.2525
-1.5 	 2.65 	 6.41
-1.5 	 3 	 6.8125
-1.2 	 -0.5 	 8.6036
-1.2 	 -0.15 	 7.3681
-1.2 	 0.2 	 6.3776
-1.2 	 0.55 	 5.6321
-1.2 	 0.9 	 5.1316
-1.2 	 1.25 	 4.8761
-1.2 	 1.6 	 4.8656
-1.2 	 1.95 	 5.1001
-1.2 	 2.3 	 5.5796
-1.2 	 2.65 	 6.3041
-1.2 	 3 	 7.2736
-0.9 	 -0.5 	 5.3261
-0.9 	 -0.15 	 4.5316
-0.9 	 0.2 	 3.9821
-0.9 	 0.55 	 3.6776
-0.9 	 0.9 	 3.6181
-0.9 	 1.25 	 3.8036
-0.9 	 1.6 	 4.2341
-0.9 	 1.95 	 4.9096
-0.9 	 2.3 	 5.8301
-0.9 	 2.65 	 6.9956
-0.9 	 3 	 8.4061
-0.6 	 -0.5 	 3.2996
-0.6 	 -0.15 	 2.8201
-0.6 	 0.2 	 2.5856
-0.6 	 0.55 	 2.5961
-0.6 	 0.9 	 2.8516
-0.6 	 1.25 	 3.3521
-0.6 	 1.6 	 4.0976
-0.6 	 1.95 	 5.0881
-0.6 	 2.3 	 6.3236
-0.6 	 2.65 	 7.8041
-0.6 	 3 	 9.5296
-0.3 	 -0.5 	 2.0381
-0.3 	 -0.15 	 1.7476
-0.3 	 0.2 	 1.7021
-0.3 	 0.55 	 1.9016
-0.3 	 0.9 	 2.3461
-0.3 	 1.25 	 3.0356
-0.3 	 1.6 	 3.9701
-0.3 	 1.95 	 5.1496
-0.3 	 2.3 	 6.5741
-0.3 	 2.65 	 8.2436
-0.3 	 3 	 10.1581
1.11022e-16 	 -0.5 	 1.25
1.11022e-16 	 -0.15 	 1.0225
1.11022e-16 	 0.2 	 1.04
1.11022e-16 	 0.55 	 1.3025
1.11022e-16 	 0.9 	 1.81
1.11022e-16 	 1.25 	 2.5625
1.11022e-16 	 1.6 	 3.56
1.11022e-16 	 1.95 	 4.8025
1.11022e-16 	 2.3 	 6.29
1.11022e-16 	 2.65 	 8.0225
1.11022e-16 	 3 	 10
0.3 	 -0.5 	 0.8381
0.3 	 -0.15 	 0.5476
0.3 	 0.2 	 0.5021
0.3 	 0.55 	 0.7016
0.3 	 0.9 	 1.1461
0.3 	 1.25 	 1.8356
0.3 	 1.6 	 2.7701
0.3 	 1.95 	 3.9496
0.3 	 2.3 	 5.3741
0.3 	 2.65 	 7.0436
0.3 	 3 	 8.9581
0.6 	 -0.5 	 0.8996
0.6 	 -0.15 	 0.4201
0.6 	 0.2 	 0.1856
0.6 	 0.55 	 0.1961
0.6 	 0.9 	 0.4516
0.6 	 1.25 	 0.9521
0.6 	 1.6 	 1.6976
0.6 	 1.95 	 2.6881
0.6 	 2.3 	 3.9236
0.6 	 2.65 	 5.4041
0.6 	 3 	 7.1296
0.9 	 -0.5 	 1.7261
0.9 	 -0.15 	 0.9316
0.9 	 0.2 	 0.3821
0.9 	 0.55 	 0.0776
0.9 	 0.9 	 0.0181
0.9 	 1.25 	 0.2036
0.9 	 1.6 	 0.6341
0.9 	 1.95 	 1.3096
0.9 	 2.3 	 2.2301
0.9 	 2.65 	 3.3956
0.9 	 3 	 4.8061
1.2 	 -0.5 	 3.8036
1.2 	 -0.15 	 2.5681
1.2 	 0.2 	 1.5776
1.2 	 0.55 	 0.8321
1.2 	 0.9 	 0.3316
1.2 	 1.25 	 0.0761
1.2 	 1.6 	 0.0656
1.2 	 1.95 	 0.3001
1.2 	 2.3 	 0.7796
1.2 	 2.65 	 1.5041
1.2 	 3 	 2.4736
1.5 	 -0.5 	 7.8125
1.5 	 -0.15 	 6.01
1.5 	 0.2 	 4.4525
1.5 	 0.55 	 3.14
1.5 	 0.9 	 2.0725
1.5 	 1.25 	 1.25
1.5 	 1.6 	 0.6725
1.5 	 1.95 	 0.34
1.5 	 2.3 	 0.2525
1.5 	 2.65 	 0.41
1.5 	 3 	 0.8125
